Script,Execution Time,Return Code,Output,Error
iner_osci.f95,0.010150671005249023,0,,
iner_osci.f95,0.009513616561889648,0,,
iner_osci.f95,0.009961605072021484,0,,
iner_osci.f95,0.009830474853515625,0,,
iner_osci.f95,0.009151935577392578,0,,
iner_osci.f95,0.00946807861328125,0,,
iner_osci.f95,0.009740591049194336,0,,
iner_osci.f95,0.009596824645996094,0,,
iner_osci.f95,0.009732723236083984,0,,
iner_osci.f95,0.009644269943237305,0,,
iner_osci.f95,0.010262250900268555,0,,
iner_osci.f95,0.010254144668579102,0,,
iner_osci.f95,0.010253429412841797,0,,
iner_osci.f95,0.00958561897277832,0,,
iner_osci.f95,0.009334564208984375,0,,
iner_osci.f95,0.00944066047668457,0,,
iner_osci.f95,0.009690284729003906,0,,
iner_osci.f95,0.009656429290771484,0,,
iner_osci.f95,0.009795188903808594,0,,
iner_osci.f95,0.00963449478149414,0,,
iner_osci.f95,0.00965118408203125,0,,
iner_osci.f95,0.010136604309082031,0,,
iner_osci.f95,0.009934663772583008,0,,
iner_osci.f95,0.009772777557373047,0,,
iner_osci.f95,0.009440898895263672,0,,
iner_osci.f95,0.009134292602539062,0,,
iner_osci.f95,0.009428739547729492,0,,
iner_osci.f95,0.009349584579467773,0,,
iner_osci.f95,0.009133338928222656,0,,
iner_osci.f95,0.009344339370727539,0,,
iner_osci.f95,0.009224653244018555,0,,
iner_osci.f95,0.010432243347167969,0,,
iner_osci.f95,0.011893033981323242,0,,
iner_osci.f95,0.011824369430541992,0,,
iner_osci.f95,0.011209487915039062,0,,
iner_osci.f95,0.010957002639770508,0,,
iner_osci.f95,0.010182380676269531,0,,
iner_osci.f95,0.009471654891967773,0,,
iner_osci.f95,0.009155750274658203,0,,
iner_osci.f95,0.009319782257080078,0,,
iner_osci.f95,0.009394645690917969,0,,
iner_osci.f95,0.009126901626586914,0,,
iner_osci.f95,0.010127067565917969,0,,
iner_osci.f95,0.010801553726196289,0,,
iner_osci.f95,0.009990453720092773,0,,
iner_osci.f95,0.009486198425292969,0,,
iner_osci.f95,0.009340047836303711,0,,
iner_osci.f95,0.00944972038269043,0,,
iner_osci.f95,0.009305238723754883,0,,
iner_osci.f95,0.00951075553894043,0,,
iner_osci.f95,0.009312629699707031,0,,
iner_osci.f95,0.009490013122558594,0,,
iner_osci.f95,0.009988069534301758,0,,
iner_osci.f95,0.009394645690917969,0,,
iner_osci.f95,0.009638071060180664,0,,
iner_osci.f95,0.011038064956665039,0,,
iner_osci.f95,0.010226726531982422,0,,
iner_osci.f95,0.009310722351074219,0,,
iner_osci.f95,0.009782075881958008,0,,
iner_osci.f95,0.009168386459350586,0,,
iner_osci.f95,0.009215354919433594,0,,
iner_osci.f95,0.009155988693237305,0,,
iner_osci.f95,0.009231805801391602,0,,
iner_osci.f95,0.009230375289916992,0,,
iner_osci.f95,0.009340047836303711,0,,
iner_osci.f95,0.009170293807983398,0,,
iner_osci.f95,0.010151147842407227,0,,
iner_osci.f95,0.010137796401977539,0,,
iner_osci.f95,0.010122060775756836,0,,
iner_osci.f95,0.009377241134643555,0,,
iner_osci.f95,0.009388923645019531,0,,
iner_osci.f95,0.009298324584960938,0,,
iner_osci.f95,0.009394407272338867,0,,
iner_osci.f95,0.00942373275756836,0,,
iner_osci.f95,0.00944972038269043,0,,
iner_osci.f95,0.0094146728515625,0,,
iner_osci.f95,0.009348154067993164,0,,
iner_osci.f95,0.00969696044921875,0,,
iner_osci.f95,0.012674570083618164,0,,
iner_osci.f95,0.011446475982666016,0,,
iner_osci.f95,0.011373758316040039,0,,
iner_osci.f95,0.011060714721679688,0,,
iner_osci.f95,0.010833263397216797,0,,
iner_osci.f95,0.010553121566772461,0,,
iner_osci.f95,0.010128021240234375,0,,
iner_osci.f95,0.009422779083251953,0,,
iner_osci.f95,0.009130239486694336,0,,
iner_osci.f95,0.009272575378417969,0,,
iner_osci.f95,0.009747028350830078,0,,
iner_osci.f95,0.011598825454711914,0,,
iner_osci.f95,0.011484861373901367,0,,
iner_osci.f95,0.010668754577636719,0,,
iner_osci.f95,0.010624408721923828,0,,
iner_osci.f95,0.009702444076538086,0,,
iner_osci.f95,0.009806156158447266,0,,
iner_osci.f95,0.009205341339111328,0,,
iner_osci.f95,0.009380817413330078,0,,
iner_osci.f95,0.00968790054321289,0,,
iner_osci.f95,0.009248018264770508,0,,
iner_osci.f95,0.012334108352661133,0,,
iner_osci.f95,0.01122140884399414,0,,
iner_osci.f95,0.01078486442565918,0,,
iner_osci.f95,0.010856151580810547,0,,
iner_osci.f95,0.010436534881591797,0,,
iner_osci.f95,0.009840250015258789,0,,
iner_osci.f95,0.009217023849487305,0,,
iner_osci.f95,0.009182929992675781,0,,
iner_osci.f95,0.009550333023071289,0,,
iner_osci.f95,0.009296417236328125,0,,
iner_osci.f95,0.00921630859375,0,,
iner_osci.f95,0.012042045593261719,0,,
iner_osci.f95,0.011252403259277344,0,,
iner_osci.f95,0.010594606399536133,0,,
iner_osci.f95,0.010526895523071289,0,,
iner_osci.f95,0.01070713996887207,0,,
iner_osci.f95,0.009609460830688477,0,,
iner_osci.f95,0.009264945983886719,0,,
iner_osci.f95,0.009145259857177734,0,,
iner_osci.f95,0.009402990341186523,0,,
iner_osci.f95,0.009470462799072266,0,,
iner_osci.f95,0.009155511856079102,0,,
iner_osci.f95,0.009833097457885742,0,,
iner_osci.f95,0.011425971984863281,0,,
iner_osci.f95,0.011159181594848633,0,,
iner_osci.f95,0.010639667510986328,0,,
iner_osci.f95,0.010801076889038086,0,,
iner_osci.f95,0.010410070419311523,0,,
iner_osci.f95,0.010592460632324219,0,,
iner_osci.f95,0.010701417922973633,0,,
iner_osci.f95,0.01043558120727539,0,,
iner_osci.f95,0.010708093643188477,0,,
iner_osci.f95,0.011876821517944336,0,,
iner_osci.f95,0.011715888977050781,0,,
iner_osci.f95,0.010919570922851562,0,,
iner_osci.f95,0.01056981086730957,0,,
iner_osci.f95,0.010870695114135742,0,,
iner_osci.f95,0.011446952819824219,0,,
iner_osci.f95,0.011258363723754883,0,,
iner_osci.f95,0.01110696792602539,0,,
iner_osci.f95,0.01063847541809082,0,,
iner_osci.f95,0.010869264602661133,0,,
iner_osci.f95,0.01224207878112793,0,,
iner_osci.f95,0.011785268783569336,0,,
iner_osci.f95,0.010942459106445312,0,,
iner_osci.f95,0.011177778244018555,0,,
iner_osci.f95,0.010490894317626953,0,,
iner_osci.f95,0.010379791259765625,0,,
iner_osci.f95,0.010686397552490234,0,,
iner_osci.f95,0.010740518569946289,0,,
iner_osci.f95,0.010827064514160156,0,,
iner_osci.f95,0.010557174682617188,0,,
iner_osci.f95,0.01124882698059082,0,,
iner_osci.f95,0.013633012771606445,0,,
iner_osci.f95,0.01103520393371582,0,,
iner_osci.f95,0.010718584060668945,0,,
iner_osci.f95,0.010601043701171875,0,,
iner_osci.f95,0.010538816452026367,0,,
iner_osci.f95,0.01045370101928711,0,,
iner_osci.f95,0.010336160659790039,0,,
iner_osci.f95,0.010512828826904297,0,,
iner_osci.f95,0.011229515075683594,0,,
iner_osci.f95,0.012429952621459961,0,,
iner_osci.f95,0.011568546295166016,0,,
iner_osci.f95,0.011313199996948242,0,,
iner_osci.f95,0.010843753814697266,0,,
iner_osci.f95,0.01040959358215332,0,,
iner_osci.f95,0.010385274887084961,0,,
iner_osci.f95,0.010699033737182617,0,,
iner_osci.f95,0.010593891143798828,0,,
iner_osci.f95,0.011293172836303711,0,,
iner_osci.f95,0.01051783561706543,0,,
iner_osci.f95,0.011083841323852539,0,,
iner_osci.f95,0.011873245239257812,0,,
iner_osci.f95,0.011287927627563477,0,,
iner_osci.f95,0.010762691497802734,0,,
iner_osci.f95,0.010954141616821289,0,,
iner_osci.f95,0.010588884353637695,0,,
iner_osci.f95,0.010489225387573242,0,,
iner_osci.f95,0.010625123977661133,0,,
iner_osci.f95,0.010624408721923828,0,,
iner_osci.f95,0.010496377944946289,0,,
iner_osci.f95,0.010481595993041992,0,,
iner_osci.f95,0.01138448715209961,0,,
iner_osci.f95,0.011423587799072266,0,,
iner_osci.f95,0.01093149185180664,0,,
iner_osci.f95,0.011007308959960938,0,,
iner_osci.f95,0.01089930534362793,0,,
iner_osci.f95,0.010601997375488281,0,,
iner_osci.f95,0.01078653335571289,0,,
iner_osci.f95,0.01068878173828125,0,,
iner_osci.f95,0.010515451431274414,0,,
iner_osci.f95,0.010946512222290039,0,,
iner_osci.f95,0.011826515197753906,0,,
iner_osci.f95,0.011617898941040039,0,,
iner_osci.f95,0.010732412338256836,0,,
iner_osci.f95,0.011051177978515625,0,,
iner_osci.f95,0.01053762435913086,0,,
iner_osci.f95,0.010602712631225586,0,,
iner_osci.f95,0.010888099670410156,0,,
iner_osci.f95,0.01043558120727539,0,,
iner_osci.f95,0.010598421096801758,0,,
iner_osci.f95,0.01052546501159668,0,,
iner_osci.f95,0.011197805404663086,0,,
iner_osci.f95,0.011837482452392578,0,,
iner_osci.f95,0.011164665222167969,0,,
iner_osci.f95,0.010859489440917969,0,,
iner_osci.f95,0.010765314102172852,0,,
